SHA,Author,Author_Date,complexity_raw,accumulative_raw
2c124b4a96b8b52d652cf786cdefb3aa4bef2e3a,Marc Heiduk,18/9/2023,1231.65,1231.65
c1b5012a2dcc36c4b44f8cdda1f443d70f63d2c8,Niels Drost,17/9/2023,1231.65,2463.3
662414b6f6c5f9b8891b7801ee6d27e4bd7f22d7,Niels Drost,12/8/2023,1227.05,3690.35
5bc1135923b86319fc2320fdb9d4f4b569d8d5a6,Niels Drost,11/8/2023,1223.6,4913.95
d2c3d221e41f809f8cdedb508512effff9d9e193,Niels Drost,9/8/2023,1223.6,6137.55
60dbaeb3929b37e4ff427feeeaeca2acd2720f7f,Niels Drost,5/8/2023,1231.65,7369.2
7123c1ffb5cd97bee224821bde10d26b8b4e4788,Niels Drost,23/7/2023,1223.6,8592.8
1ec1fccd5c99074824ad3e24c4d08859db285681,clockwiseq,10/7/2023,1223.6,9816.4
682324bc0749a316b36bdf07d498fbbc8c16bf05,Niels Drost,9/7/2023,1223.6,11040
45868e210c697783bd9c43729125a138bcd0dbc8,Niels Drost,8/7/2023,1222.45,12262.45
0310314957ef42295e337a867a87c6ef38fc9797,Kelvin de Reus,20/5/2023,1222.45,13484.9
ebf2929bffc268c66ee7e45806686ce5fc0620e8,naui95,12/3/2023,1222.45,14707.35
f1b1c5af4c7585ea8c9dc3b9acb5b0a0938dc073,VeRony,19/2/2023,1222.45,15929.8
bce1b2846f51b3c96438730a260fe6effff3bd59,Niels Drost,12/2/2023,1222.45,17152.25
67ede927c5cc4667317d8b2a54a474ca3f0ad0b2,VeRony,11/2/2023,1222.45,18374.7
9d28d1bd699117f1e0e01f763cd1c5d95666296b,dependabot[bot],4/2/2023,1216.7,19591.4
81468ef81ad69d05615e52add8dc6ef873c555ec,naui95,21/1/2023,1216.7,20808.1
212cfe1b11c5d641c96a9ff32a72b8d2c3e3bf03,vespino,17/1/2023,1216.7,22024.8
e5a5f707c8416d8c26cc679ab22a619b134d8d33,Mato Tominac,3/1/2023,1216.7,23241.5
1deead9c45090af2f1ae93b8ee8d010aa1d03b28,Marc Heiduk,21/12/2022,1216.7,24458.2
e17eafe6b1159dee8bcb799329e895921775a800,naui95,10/12/2022,1216.7,25674.9
6770909e17f8da3e35ac479a6aa882aa5e7b15ae,vespino,8/12/2022,1216.7,26891.6
599c655882fa3c439dba83ee3ec23d6bb3349fec,naui95,7/12/2022,1216.7,28108.3
6a75743edd872246d0e9b236a10a6d68f1fd5a44,naui95,3/12/2022,1213.25,29321.55
ced6c519fd4ae8ed5c727690089d164bd737503e,Niels Drost,1/12/2022,1213.25,30534.8
40367b8bd055e719a7d10e759d164bd46488f423,Niels Drost,30/11/2022,1213.25,31748.05
56a87244cf8bc68e4f14d8dd8f3af3fa9625f191,naui95,20/11/2022,1213.25,32961.3
5b27458d4b5aea7c4e0d8ecabf882882bbd1ed17,Niels Drost,12/11/2022,1213.25,34174.55
a8dfc73fb745ea2b9fdf615609694703d55b8763,Niels Drost,30/10/2022,1213.25,35387.8
f07ad5f3230b308bc85145b466e49e32458c869c,naui95,29/10/2022,1213.25,36601.05
10d2888a273284c1a5c801150af835602a2678f1,Niels Drost,16/10/2022,1214.4,37815.45
2614ac117ba01c6a917ddef6cfc8503ffd723822,Ordissimo,15/10/2022,1206.35,39021.8
cc57930404467841fdac80c76f525a48d5f11df5,naui95,1/10/2022,1202.9,40224.7
7402b3761614d2cdd09836022b195e247922d509,vtq,8/8/2022,1212.1,41436.8
821f872ecc2d18b292b47eade7c9f9c0b9e50eb8,vtq,2/8/2022,1210.95,42647.75
c2fccecb2de0bce7d4885bfd6f16fed72311f4c0,vtq,26/7/2022,1207.5,43855.25
07145ae34d2aa3f92fb2b030613749abe0f89215,vtq,25/7/2022,1202.9,45058.15
2f6695dfd3f60424aebfbfbe991e3aa460c0245b,Niels Drost,17/7/2022,1202.9,46261.05
e1f51ca2d73e2832209c94f10f2b36c91fd71062,Niels Drost,10/7/2022,1187.95,47449
20b56df8e339ecb6184c5e295110233fd8897e9e,naui95,11/6/2022,1187.95,48636.95
d371524bf06fd53878edc2c297062d1df2abccf4,giacy86,25/4/2022,1187.95,49824.9
a7edf371c9e04cc5ed1c5ea87476c40205e681ec,Niels Drost,18/4/2022,1187.95,51012.85
4f74248717028b45040b4f9eaa43b23beeca4966,Marc Ole Bulling,17/4/2022,1187.95,52200.8
b12486540b4603b6c21010e6a813bad9581e0136,UnderDogg,8/4/2022,1187.95,53388.75
a42868cadc3450db30b2d5ec1d2b178ec6dbfe9a,Tri Nguyen,7/4/2022,1187.95,54576.7
4d837149a1c2b59e0e3896871883e078b6898b57,Tri Nguyen,10/3/2022,1187.95,55764.65
8967c9e69cd1f5b23098594ff70135204511cb93,Coenraad Loubser,22/1/2022,1187.95,56952.6
c9cd7d90f79a0cc370e65bfdaa96be0748eeb36e,Pim van Pelt,4/1/2022,1187.95,58140.55
0eb5ad59926ef921d10b1f507b0d7c411863bec8,Niels Drost,2/1/2022,1187.95,59328.5
a840222b3f14b3d836655f2cb7cf777e780cc973,Pim van Pelt,31/12/2021,1187.95,60516.45
b187b5fd64ae4b5825022eb961974d34f65d86ca,root,25/12/2021,1187.95,61704.4
6508e0d01bf894c9af621f1eb5287f6dcc81548e,Niels Drost,23/12/2021,1187.95,62892.35
5f2337fb598d326cfbedc52ba54fb4045594c311,naui95,10/10/2021,1187.95,64080.3
43c6ed724ddc38d4a561b6c80df1ed8bf9bf84b2,giacy86,2/10/2021,1187.95,65268.25
ebbf7e437a1d3b1bd357c22c90054a2a581ff4f7,clockwiseq,16/8/2021,1187.95,66456.2
5db67d65ccaaec661885bd029b1e516bf3ca6c2a,Your Name,14/8/2021,1187.95,67644.15
8de1b28a2296ac8aea2c759d6d1723ca6ef54184,Ziding Zhang,11/8/2021,1187.95,68832.1
4b718b547acf24d988f553fb6baf7f3e5931366d,Nathan Mattes,18/6/2021,1187.95,70020.05
d9de5c6dc166e16daa4185fb97524a5b06755931,Nathan Mattes,13/6/2021,1187.95,71208
b33ecbcf72622175f6e4b02381534cfabc28475a,UnderDog,23/1/2021,1187.95,72395.95
fc5e17dc91ebb459117c3fc9a72988f0526b8fc1,Markus Mann,15/1/2021,1216.7,73612.65
3bb27214078e1bbaccfd92abceb69621b7f6d641,Peer Uhlmann,25/7/2020,1187.95,74800.6
7f9a6aca73ae72d04f9ffb86b3782d8b33906ca1,Peer Uhlmann,15/6/2020,1187.95,75988.55
33644626a3c31de97df11d54b46ceb3d5319f22e,MartinH0,9/6/2020,1187.95,77176.5
85efad9544b8c7c76a9e02aae81a4f57cc833ec1,MartinH0,30/4/2020,1187.95,78364.45
da2ff1cb1f82341d61e08888602807f30995350f,MartinH0,17/4/2020,1187.95,79552.4
d47e7766ca374ffb3005591b5e63fe4abb96aa24,MartinH0,11/4/2020,1187.95,80740.35
7461ae02896f1c9169803e8151896a5fcd166f0a,MartinH0,28/1/2020,1187.95,81928.3
a4d30d4febb49e29b7e9023c3158f63e9f7acc0c,MartinH0,21/1/2020,1187.95,83116.25
9634fa8d81cbe585191050bc54cbf6648c636ac0,MartinH0,20/1/2020,1187.95,84304.2
db242113388cc1f18331ca135e1438a90da30af9,MartinH0,14/1/2020,1187.95,85492.15
2790f3df93e1faac267d8413ceb6b627bcf2b56c,MartinH0,12/1/2020,1187.95,86680.1
f91c924ff5ae561ff635ce5ccec7edd6ede42ca7,luca,6/1/2020,1187.95,87868.05
7739e3e7a1191790ecd9853b6a7a30869634ddfb,MartinH0,1/1/2020,1187.95,89056
475a435d65cf9c2d73156b42bc74123967314018,Niels Drost,31/12/2019,1187.95,90243.95
5fbfebc269cfbd9db99092caf70bafbbb83448fc,Niels Drost,30/12/2019,1187.95,91431.9
61e0bd412d9fbd089eae26bdb1c6d9d3788fd3b3,Severenth,8/2/2019,1186.8,92618.7
b03e151a5c9e34c0a376d86833c1f56d0c00f342,Kovah,20/10/2018,1186.8,93805.5
25cc633b35e7d53ba6cc8071e179c473e0aec8c1,Kovah,19/10/2018,1185.65,94991.15
a0bfd6f4f8c98e54d561fc39068020d232bbad04,miquel-cabanas,18/10/2018,1185.65,96176.8
097baee6b8c0a7e8f4f310d2d16d8fd9c5defd15,miquel-cabanas,13/10/2018,1185.65,97362.45
c3d68a41977aea904705051b1eeb3e6788b1d121,miquel-cabanas,12/10/2018,1186.8,98549.25
1f5861068873fe816584876093ab711d3b86e5be,Philipp Piwo,11/10/2018,1184.5,99733.75
9121731926ff924251a04105415bf109dfe144ef,miquel-cabanas,8/10/2018,1186.8,100920.55
40e65f04ae60a9d5a816e2f4ac343b2fc7239dfe,Kovah,7/10/2018,1185.65,102106.2
d437440e82c1c11bac3474ca77506e5cfc5c6938,miquel-cabanas,6/10/2018,1185.65,103291.85
c5142f1f5d3ade234e7428cccf093378dade610d,Kovah,5/10/2018,1185.65,104477.5
ade1eef93be8d31a86a5fba827ab4d5d371ea06c,miquel-cabanas,4/10/2018,1185.65,105663.15
9e6988a854e09e4bafaaea5caf77e752d79f3942,Kovah,3/10/2018,1184.5,106847.65
15239b439747ba56b4d15b54b51ca1ae37ee9d89,miquel-cabanas,30/9/2018,1184.5,108032.15
f644e220b5bebc62dfe1f2c05915f20f10e5e23c,Kovah,23/9/2018,1184.5,109216.65
13539b5a758bb43cb7cfebf5e2b9459e31d752ec,miquel-cabanas,22/9/2018,1184.5,110401.15
be9b4f417e78aa349a2f7b7f337d800f03104ff5,miquel-cabanas,17/9/2018,1184.5,111585.65
585677e7d3f7af5d1bef66bbe7afc500817e5ef7,miquel-cabanas,16/9/2018,1184.5,112770.15
79042e62e3c325ecffaca152c59b5662c4c1d4be,Kovah,30/8/2018,1184.5,113954.65
6c4a2b37c3c4c15e17cd49842b19a68acc2cbd04,miquel-cabanas,29/8/2018,1184.5,115139.15
93d17b39e94f1679abf95633339981db029d01f8,miquel-cabanas,28/8/2018,1184.5,116323.65
773409c66f83ffb6981a862308e6413abee6a361,miquel-cabanas,25/8/2018,1184.5,117508.15
c79acfd5f0f123b7036cca3161cc421a976c2f83,Kovah,22/8/2018,1184.5,118692.65
7f0528f49c934d4187a73b6010bd5725e741a96e,Kovah,21/8/2018,1184.5,119877.15
9f96de680fd38a3a8163497ce8ffc3844b7068c5,Kovah,19/8/2018,1184.5,121061.65
d6db688399333154cdf005c50a80b20a3a722d79,Kovah,17/8/2018,1184.5,122246.15
a4bd74186f2fdfa7383855554aed61f7a703f8be,Kovah,16/8/2018,1184.5,123430.65
4fa7876cecdcaa1f775774cf397f99a55e8e157b,miquel-cabanas,15/8/2018,1184.5,124615.15
9d13cca6a4c2168c78adcb7dcd39321e5c1f4949,miquel-cabanas,14/8/2018,1184.5,125799.65
a133322f6968f30af03fe9944be26a9a80a7c8ab,miquel-cabanas,12/8/2018,1184.5,126984.15
f2ba9765a18e934654ae407868ae5b7dd0eae0a5,Kovah,10/8/2018,1184.5,128168.65
ac1c6b70daf7d342a86935634b9270e4fab2bfc5,Kovah,6/8/2018,1184.5,129353.15
571e3ff4b90719f125ae57ad425c96aa4201084e,miquel-cabanas,5/8/2018,1184.5,130537.65
29a7b097af159cb4468f6b259397d79ae25759ed,miquel-cabanas,29/7/2018,1184.5,131722.15
dca4c28bbe541197e2691a0580f34023d474cfb8,Kovah,13/5/2018,1184.5,132906.65
5111c62667dd450f3a62b8c220c69db962648d3e,Kovah,24/4/2018,1184.5,134091.15
54b8f46354db53e5378066fde8ff51f6711b40ae,Maxime GRIMLER,23/4/2018,1184.5,135275.65
ea59c67e6bc94f43dd145ecce818cc4c9f2396ce,Kovah,8/4/2018,1182.2,136457.85
88430e0d9c612ccdb693d742105dcd078510b3f5,Kovah,3/4/2018,1182.2,137640.05
a258d9f44dde6a8eec16be793dd5ad84472b18ae,Jonathan Rich,14/3/2018,1182.2,138822.25
d622da625b545e114171c268e2909d025de98ae4,Kovah,4/3/2018,1179.9,140002.15
3d5dce7ded2b7666e64f467416d9fb979479df81,Kovah,19/2/2018,1179.9,141182.05
b1511e7aba7e9b2c4624cc34189e626d6545794b,Kovah,18/2/2018,1179.9,142361.95
5a7a43f6c076146128a00df6760341fa09ad428d,Kovah,16/2/2018,1170.78,143532.73
dede114bea0d14f6d38086233088bbaaba398e6a,Kovah,14/2/2018,1170.78,144703.51
169f4d5e37cf2efea2b7bf55fc979fdacf594457,Maxime GRIMLER,13/2/2018,1170.78,145874.29
bdf561ac35b4953232543734887d9c2d2db8f3d6,Kovah,11/2/2018,1170.78,147045.07
c9da8857b3e782e33887bfae97598ed19c01eacb,Kovah,9/2/2018,1170.78,148215.85
26195f367ff6ef5145b6e6121e209dac45e921db,Cornelius Kölbel,8/2/2018,1171.92,149387.77
32776e496de476178c8ec97c51074b77225d8314,Kovah,4/2/2018,1169.64,150557.41
5913a7d24f7b12a16c1c7fd1367e0631dce7a030,Kovah,28/1/2018,1160.52,151717.93
d0a9023119fb7a927a6baf7e54d96bbdb51a462a,jakob,22/1/2018,1160.52,152878.45
e0549c660ddcb7044f7b828ee44ec711bf0f63f3,portapipe,19/1/2018,1160.52,154038.97
53b9d7635d9597fffad5fdbf466aa3ef890b37a9,Maxime GRIMLER,28/11/2017,1160.52,155199.49
787bd63de03809e06d9924a3e90e0cc7a56be76a,Maxime GRIMLER,21/11/2017,1160.52,156360.01
8b232600083c6d86d9f664322188ba4ba6b134cf,Maxime GRIMLER,20/11/2017,1160.52,157520.53
a6f9bead31f26368c18a82022d08500f5c880d5b,Maxime Grimler,13/11/2017,1166.22,158686.75
21ae9593122789d6362adbfb1b47c39c1e019305,Maxime GRIMLER,12/11/2017,1160.52,159847.27
dc851bd80bc74fa06d363d13fe14f06a481fa9d4,Maxime GRIMLER,11/11/2017,1160.52,161007.79
8a502c939596adadee2ddfee1b35144f332faec3,John Mclaren,6/11/2017,1160.52,162168.31
814d69e725f75678400b829c02c8e8418f33498f,Dave,2/11/2017,1160.52,163328.83
8611f3265c75f68c8c09f0ca66eb6eaa9bd76aa4,Kovah,29/10/2017,1160.52,164489.35
5deec23fa42c699332f09143eefb4431208a0a36,Kovah,26/10/2017,1160.52,165649.87
d3111fa18618c1001069d58594195b87a9f32402,John Mclaren,23/10/2017,1160.52,166810.39
032c3cf4f46b21b81f1f8a94003d7ba9b677c6c6,Jean-Christophe Hoelt,18/10/2017,1154.82,167965.21
3fc256ccef403f5be9982f02ef340d9e01daabb2,Kovah,25/9/2017,1160.52,169125.73
adbf10815120e3ce716a37b2e9a99ad3a181abcc,Kovah,21/9/2017,1160.52,170286.25
f374f5644ac899d70f5cc3df819126c87fadb7ee,Daniel Fernández,20/9/2017,1160.52,171446.77
a3492c752a961675900618753fe20321210a5cd2,Patrice Guillemette,19/9/2017,1154.82,172601.59
861c1b976f247594140b975d4063f59ac8a4dc18,Kovah,3/9/2017,1152.54,173754.13
9d3de7f511c2db177689e17679e6e11358cc9f85,Kovah,29/8/2017,1145.7,174899.83
ff7d6dc8f7431a6d305119c1d656baa7de098805,Kovah,28/8/2017,1145.7,176045.53
f451c6559353ee20d405346735869eae94720029,Kovah,22/8/2017,1145.7,177191.23
6bc59533005e453bc78a9cf250d9d5e7e11745b5,musapinar,2/8/2017,1145.7,178336.93
84f0805969aa64754d106d6d6b76a8098e5a61da,musapinar,25/7/2017,1143.42,179480.35
095df0e30a38e8c3782c4997c50efd11174274f5,Kovah,24/7/2017,1143.42,180623.77
2627919183bd787454b8cbc586129117f0bc3b85,musapinar,21/7/2017,1141.14,181764.91
7ce3d3d2524204b902374c085c02f7b5ec856c81,musapinar,18/7/2017,1140,182904.91
4655eaf3cc6640a9a0b3e5c7563e0590a845ec69,Kovah,17/7/2017,1140,184044.91
65bf45b1fe7af61d61772f359a588c66e678f540,musapinar,16/7/2017,1140,185184.91
16d497fcb50cb5ee094a3327f42b1abd4913c131,musapinar,15/7/2017,1140,186324.91
42e3fc58ffb177d03cf2ac36fd3f4e086148c154,musapinar,14/7/2017,1140,187464.91
88725120f04bf63bd9cc3b1954b1d54c7f5ee7d6,musapinar,13/7/2017,1140,188604.91
5d1845b9479c0de25d61ab066157c4dd26eac5c7,Kovah,12/7/2017,1140,189744.91
36e07b47833f50a30e940963d32ac93e962c59f9,Kovah,11/7/2017,1140,190884.91
6c7e9d123dd17cdab7bb1ec80501157ca513882d,musapinar,10/7/2017,1140,192024.91
077b9bdc516307acc5b96726843a3f68a7813a48,Denys Vitali,3/7/2017,1137.72,193162.63
f5053e94ac366a1805eece51813eafabee467ad1,Kovah,29/6/2017,1138.86,194301.49
42e5e1eed0d22733ff30dfb64b30f270aec9d2f1,YeyDev,28/6/2017,1138.86,195440.35
ca8e88b749b9d04c8eb4c4f4d02447e09ef43f03,Tobias Hüske,27/6/2017,1138.86,196579.21
a1a7af69fca77d7a97b415fc0bf4bc793fc6461f,Corey Sewell,26/6/2017,1138.86,197718.07
126f33f2473bcfda8778bb264827968412a40ae1,musapinar,22/6/2017,1140,198858.07
f345ac7cff429548080fde7fd703c8385438f941,Kovah,21/6/2017,1138.86,199996.93
bb162c726c46fb0f609b8513bad60f18fa2293f2,musapinar,17/6/2017,1140,201136.93
f648f78b90d19bca47e80219f17070071f2164f5,musapinar,15/6/2017,1138.86,202275.79
4d589b503059bfb3eac83da38025c3302f0add81,musapinar,14/6/2017,1137.72,203413.51
d8ec3e7f519f6dbb92909578ea68f5433da892de,Kovah,11/6/2017,1135.44,204548.95
deb1b55e13d632cc985ad9a59573ebfcd79a2d1f,Kovah,28/5/2017,1134.3,205683.25
1e00b1c5e347b7549b4a17611f09942437a15aec,Kovah,27/5/2017,1134.3,206817.55
8ba16bf86d095cb463d7dcc21c4857410f909a5a,Kovah,7/5/2017,1134.3,207951.85
5665c53831c1931cde13554c110ca9b8c4532638,Kovah,2/5/2017,1130.88,209082.73
fd103fcc70b1ce9ca46af478e46a87f6412b54cc,martijnb92,1/5/2017,1130.88,210213.61
6e4fb4f5d8422b0f1621c2f39ce272e796411d1e,Kovah,30/4/2017,1130.88,211344.49
84c140807664ccd64fd67c421ecb5700eb5f59a1,Kovah,28/4/2017,1135.05,212479.54
3b97920aeef4e5edba1a234e7b73cd6bcb35a0cc,Kovah,26/4/2017,1132.75,213612.29
01c3d96f38539a5f184c48a894dffcea9d219fa2,Kovah,24/4/2017,1132.75,214745.04
841a9e392f50511e0657dbfecc5b630f6d4b056b,Kovah,23/4/2017,1135.05,215880.09
11b5c7fb975fff1e7370c967ec136dd3a535aabe,Kovah,22/4/2017,1135.05,217015.14
2fef1bae968d9d3442113c1cdf865bf9dc8a2930,Kovah,20/4/2017,1129.3,218144.44
506304f12f446194e2e728d00458b1711d71b19d,Kovah,18/4/2017,1129.3,219273.74
1d14678e2a19e1379a76284899117d8be8b6e3bd,Kovah,17/4/2017,1129.3,220403.04
13f0c9a8d6c55e25621f42adfdb0e88c1db42639,Kovah,13/4/2017,1127,221530.04
3b1e159af1d4d8cf751d2c97863b30f2e6c09f52,Kovah,12/4/2017,1124.7,222654.74
1d948e6a3cd4015b2f533ee0fa71321446618b1a,Kovah,11/4/2017,1124.7,223779.44
4d8143db9d4ae26e94b7d97b1184e62b2e124ba4,Kovah,7/4/2017,1113.78,224893.22
4839c51a3637e810e685366d066d7fc143b0e87a,Kovah,6/4/2017,1113.78,226007
08c881bc6e8866b67d840054b5336c8a3b1e719f,Kovah,4/4/2017,1113.78,227120.78
232579650cdcacba3feb9c675dcfe61c3e69523e,Kovah,3/4/2017,1112.64,228233.42
b21999cd7b1e2c5b9a8f5b3caf02a7a8302387c3,Kovah,1/4/2017,1111.5,229344.92
ab7920e6e064b5e7fe0b4b74d89ed42ff6f157d3,Kovah,31/3/2017,1111.5,230456.42
a0b97c3c467dfd790670f1cf9bdab3c2e04c8346,Kovah,30/3/2017,1111.5,231567.92
361c60676f8a5e22d1b95e6cd98604161002ad1f,Kovah,29/3/2017,1106.94,232674.86
906d6d05d848edd2f7145c2582d3e4c0f5ceda4b,Kovah,27/3/2017,1106.94,233781.8
b64f2285c63820381f0bf52cd2b3636eeb95b8e8,Kovah,24/3/2017,1105.8,234887.6
53c8852c51e51675bf65a775e94e20176bdd4248,Kovah,22/3/2017,1103.52,235991.12
4449320dc7b5db418df538f093157b6696c8e957,Kovah,21/3/2017,1183.2,237174.32
e78ed29052ec8a50787933f958973adbc86da3a9,Nicolas Bettag,20/3/2017,1162.8,238337.12
fb108adb6b8ebcf3a73c5f79365bf9a59b21f4e1,Nicolas Bettag,19/3/2017,1162.8,239499.92
ac48c6122b76d4d2847c400a3060611fb52e8eab,Kovah,18/3/2017,1070.46,240570.38
bd7df24296ebae8407d3136b515095a2439629da,Kovah,17/3/2017,1161.6,241731.98
5e29fe10543930eaf86438c043f2365c892def59,Denys Vitali,16/3/2017,1174.8,242906.78
1e6389abedddb2692db4331ea17519d9644dbcf0,Kovah,15/3/2017,1161.6,244068.38
9e77d98e24081b990af9d9c6a9c477a01ba4ef6b,Kovah,14/3/2017,1161.6,245229.98
eb84adb40b0ca21ea8f3730e5815a88fc99cc4d5,Kovah,13/3/2017,1160.4,246390.38
d2f43f100a80d004fcaecfc5cd842af9c39d143e,Denys Vitali,12/3/2017,1160.4,247550.78
63a91b0fd844b4819bd7012bfe1edfc26b482093,Kovah,11/3/2017,1160.4,248711.18
f1d794b21cb664bf9a4e67af010ed75a47f94825,Kovah,10/3/2017,1160.4,249871.58
ec49f580be04ef5cfd3bee2d4229313557322a63,Denys Vitali,9/3/2017,1160.4,251031.98
087fef31dde6575589319b8421301dacb085c9a8,Kovah,8/3/2017,1160.25,252192.23
0b31bbe762f4bdd35090156c8aa1ab2f69fa75da,Kovah,7/3/2017,1138.7,253330.93
be176e9d0d7cb40ae730c7f0692696f191162e07,Denys Vitali,6/3/2017,1139.88,254470.81
a354f356f187bad9e7b022b26440aa9a652d7f85,Denys Vitali,5/3/2017,1137.52,255608.33
7fed49333ec43ab593e8dc268537320f4f388675,Denys Vitali,4/3/2017,1123.2,256731.53
f556a7d7c16ab993e25a65ea06af9a504a6c466f,Denys Vitali,3/3/2017,1112.67,257844.2
95eef9a5a6d0e1612833e1433b44cbd9615fffdd,Denys Vitali,2/3/2017,1109.16,258953.36
4e869572b151e5810ab9f37d62defaf7c933b8bb,Denys Vitali,1/3/2017,1109.16,260062.52
48c82b3f323bbb7f3c21a90bbc6870ebc0df3b4b,Denys Vitali,28/2/2017,1104.48,261167
ea6f0ec894e77cfe7ade4d40af33edde1d17f3c7,Stathis,23/2/2017,1118.52,262285.52
c8e8a6ad2f918d45370f018324f92ce7550d08cf,Denys Vitali,22/2/2017,1099.68,263385.2
0679649168ca8f255d07d279c0006a55487eaac3,Kovah,20/2/2017,1118.52,264503.72
5d4b3a34b402ea0bc8bde8e7e50ff666181595a7,Denys Vitali,18/2/2017,1099.68,265603.4
e7596858a1f5058056680b3023c443cfbe0bd5f8,Denys Vitali,17/2/2017,1098.52,266701.92
